C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,Date,CountryName,RegionName,PrescriptionIndex
1,3,0,0,0,0,0,0,0,0,0,0,2021-02-18,United States,Montana,3
1,3,0,0,0,0,0,0,0,0,0,0,2021-02-19,United States,Montana,3
0,3,0,0,0,0,0,0,0,0,0,0,2021-02-20,United States,Montana,3
3,3,0,0,0,0,0,0,0,0,0,0,2021-02-15,United States,Montana,4
3,3,0,0,0,0,0,0,0,0,0,0,2021-02-16,United States,Montana,4
3,3,0,0,0,0,0,0,0,0,0,0,2021-02-17,United States,Montana,4
3,3,0,0,0,0,0,0,0,0,0,0,2021-02-18,United States,Montana,4
3,3,0,0,0,0,0,0,0,0,0,0,2021-02-19,United States,Montana,4
1,3,0,0,0,0,0,0,0,0,0,0,2021-02-20,United States,Montana,4
3,3,0,0,0,0,0,0,0,0,0,4,2021-02-15,United States,Montana,5
3,3,0,0,0,0,0,0,0,0,0,3,2021-02-16,United States,Montana,5
3,3,0,0,0,0,0,0,0,0,0,3,2021-02-17,United States,Montana,5
3,3,0,0,0,0,0,0,0,0,0,2,2021-02-18,United States,Montana,5
3,3,0,0,0,0,0,0,0,0,0,2,2021-02-19,United States,Montana,5
3,3,0,0,0,0,0,0,0,0,0,0,2021-02-20,United States,Montana,5
3,3,0,0,2,0,0,0,0,1,0,4,2021-02-15,United States,Montana,6
3,3,0,0,2,0,0,0,0,0,0,4,2021-02-16,United States,Montana,6
3,3,0,0,2,0,0,0,0,0,0,4,2021-02-17,United States,Montana,6
3,3,0,0,2,0,0,0,0,0,0,4,2021-02-18,United States,Montana,6
3,3,0,0,1,0,0,0,0,0,0,4,2021-02-19,United States,Montana,6
3,3,0,0,1,0,0,0,0,0,0,4,2021-02-20,United States,Montana,6
3,3,0,1,2,0,0,0,0,3,0,4,2021-02-15,United States,Montana,7
3,3,0,1,2,0,0,0,0,3,0,4,2021-02-16,United States,Montana,7
3,3,0,1,2,0,0,0,0,3,0,4,2021-02-17,United States,Montana,7
3,3,0,1,2,0,0,0,0,2,0,4,2021-02-18,United States,Montana,7
3,3,0,1,2,0,0,0,0,2,0,4,2021-02-19,United States,Montana,7
3,3,0,0,2,0,0,0,0,1,0,4,2021-02-20,United States,Montana,7
3,3,0,4,2,0,0,0,1,3,2,4,2021-02-15,United States,Montana,8
3,3,0,4,2,0,0,0,0,3,2,4,2021-02-16,United States,Montana,8
3,3,0,4,2,0,0,0,0,3,2,4,2021-02-17,United States,Montana,8
3,3,0,4,2,0,0,0,0,3,2,4,2021-02-18,United States,Montana,8
3,3,0,4,2,0,0,0,0,3,2,4,2021-02-19,United States,Montana,8
3,3,0,4,2,0,0,0,0,3,1,4,2021-02-20,United States,Montana,8
3,3,0,4,2,0,1,1,2,3,2,4,2021-02-15,United States,Montana,9
3,3,0,4,2,0,0,1,2,3,2,4,2021-02-16,United States,Montana,9
3,3,0,4,2,0,0,1,2,3,2,4,2021-02-17,United States,Montana,9
3,3,0,4,2,0,0,0,2,3,2,4,2021-02-18,United States,Montana,9
3,3,0,4,2,0,0,0,2,3,2,4,2021-02-19,United States,Montana,9
3,3,0,4,2,0,0,0,1,3,2,4,2021-02-20,United States,Montana,9
0,0,0,0,2,0,0,0,0,0,0,0,2021-02-15,Nepal,,0
0,0,0,0,2,0,0,0,0,1,0,0,2021-02-16,Nepal,,0
0,0,0,0,2,0,0,0,0,0,0,0,2021-02-17,Nepal,,0
0,0,0,0,2,0,0,0,0,0,0,0,2021-02-18,Nepal,,0
0,0,0,0,2,0,0,0,0,0,0,0,2021-02-19,Nepal,,0
0,0,0,0,2,0,0,0,0,0,0,0,2021-02-20,Nepal,,0
0,1,0,0,2,0,0,0,0,3,0,0,2021-02-15,Nepal,,1
0,0,0,0,2,0,0,0,0,3,0,0,2021-02-16,Nepal,,1
0,0,0,0,2,0,0,0,0,3,0,0,2021-02-17,Nepal,,1
0,0,0,0,2,0,0,0,0,3,0,0,2021-02-18,Nepal,,1
0,0,0,0,2,0,0,0,0,2,0,0,2021-02-19,Nepal,,1
0,0,0,0,2,0,0,0,0,1,0,0,2021-02-20,Nepal,,1
0,3,0,0,2,0,0,0,0,3,0,0,2021-02-15,Nepal,,2
0,2,0,0,2,0,0,0,0,3,0,0,2021-02-16,Nepal,,2
0,1,0,0,2,0,0,0,0,3,0,0,2021-02-17,Nepal,,2
0,1,0,0,2,0,0,0,0,3,0,0,2021-02-18,Nepal,,2
0,0,0,0,2,0,0,0,0,3,0,0,2021-02-19,Nepal,,2
0,0,0,0,2,0,0,0,0,2,0,0,2021-02-20,Nepal,,2
0,3,0,0,2,0,0,0,0,3,0,0,2021-02-15,Nepal,,3
0,3,0,0,2,0,0,0,0,3,0,0,2021-02-16,Nepal,,3
0,3,0,0,2,0,0,0,0,3,0,0,2021-02-17,Nepal,,3
0,2,0,0,2,0,0,0,0,3,0,0,2021-02-18,Nepal,,3
0,1,0,0,2,0,0,0,0,3,0,0,2021-02-19,Nepal,,3
0,0,0,0,2,0,0,0,0,3,0,0,2021-02-20,Nepal,,3
0,3,0,0,2,0,0,1,0,3,0,0,2021-02-15,Nepal,,4
0,3,0,0,2,0,0,0,0,3,0,0,2021-02-16,Nepal,,4
0,3,0,0,2,0,0,0,0,3,0,0,2021-02-17,Nepal,,4
0,3,0,0,2,0,0,0,0,3,0,0,2021-02-18,Nepal,,4
0,3,0,0,2,0,0,0,0,3,0,0,2021-02-19,Nepal,,4
0,3,0,0,2,0,0,0,0,3,0,0,2021-02-20,Nepal,,4
1,3,0,0,2,0,0,3,0,3,0,0,2021-02-15,Nepal,,5
0,3,0,0,2,0,0,3,0,3,0,0,2021-02-16,Nepal,,5
0,3,0,0,2,0,0,3,0,3,0,0,2021-02-17,Nepal,,5
0,3,0,0,2,0,0,3,0,3,0,0,2021-02-18,Nepal,,5
0,3,0,0,2,0,0,2,0,3,0,0,2021-02-19,Nepal,,5
0,3,0,0,2,0,0,1,0,3,0,0,2021-02-20,Nepal,,5
3,3,0,0,2,0,0,3,0,3,0,0,2021-02-15,Nepal,,6
3,3,0,0,2,0,0,3,0,3,0,0,2021-02-16,Nepal,,6
2,3,0,0,2,0,0,3,0,3,0,0,2021-02-17,Nepal,,6
1,3,0,0,2,0,0,3,0,3,0,0,2021-02-18,Nepal,,6
0,3,0,0,2,0,0,3,0,3,0,0,2021-02-19,Nepal,,6
0,3,0,0,2,0,0,2,0,3,0,0,2021-02-20,Nepal,,6
3,3,0,0,2,0,0,4,0,3,0,0,2021-02-15,Nepal,,7
3,3,0,0,2,0,0,3,0,3,0,0,2021-02-16,Nepal,,7
3,3,0,0,2,0,0,3,0,3,0,0,2021-02-17,Nepal,,7
3,3,0,0,2,0,0,3,0,3,0,0,2021-02-18,Nepal,,7
3,3,0,0,2,0,0,3,0,3,0,0,2021-02-19,Nepal,,7
2,3,0,0,2,0,0,3,0,3,0,0,2021-02-20,Nepal,,7
3,3,0,2,2,3,0,4,1,3,0,0,2021-02-15,Nepal,,8
3,3,0,2,2,3,0,4,0,3,0,0,2021-02-16,Nepal,,8
3,3,0,2,2,3,0,4,0,3,0,0,2021-02-17,Nepal,,8
3,3,0,1,2,3,0,4,0,3,0,0,2021-02-18,Nepal,,8
3,3,0,1,2,3,0,4,0,3,0,0,2021-02-19,Nepal,,8
3,3,0,0,2,3,0,4,0,3,0,0,2021-02-20,Nepal,,8
3,3,0,4,2,3,0,4,2,3,0,0,2021-02-15,Nepal,,9
3,3,0,4,2,3,0,4,2,3,0,0,2021-02-16,Nepal,,9
3,3,0,4,2,3,0,4,1,3,0,0,2021-02-17,Nepal,,9
3,3,0,4,2,3,0,4,1,3,0,0,2021-02-18,Nepal,,9
3,3,0,3,2,3,0,4,1,3,0,0,2021-02-19,Nepal,,9
3,3,0,2,2,3,0,4,1,3,0,0,2021-02-20,Nepal,,9
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,New Zealand,,0
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,New Zealand,,0
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,New Zealand,,0
1,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,New Zealand,,0
1,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,New Zealand,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,New Zealand,,0
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,New Zealand,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,New Zealand,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,New Zealand,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,New Zealand,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,New Zealand,,1
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,New Zealand,,1
3,0,0,0,0,0,0,0,1,0,2,0,2021-02-15,New Zealand,,2
3,0,0,0,0,0,0,0,1,0,2,0,2021-02-16,New Zealand,,2
3,0,0,0,0,0,0,0,1,0,2,0,2021-02-17,New Zealand,,2
3,0,0,0,0,0,0,0,0,0,2,0,2021-02-18,New Zealand,,2
3,0,0,0,0,0,0,0,0,0,2,0,2021-02-19,New Zealand,,2
3,0,0,0,0,0,0,0,0,0,2,0,2021-02-20,New Zealand,,2
3,0,0,0,2,0,0,0,2,0,2,0,2021-02-15,New Zealand,,3
3,0,0,0,2,0,0,0,2,0,2,0,2021-02-16,New Zealand,,3
3,0,0,0,1,0,0,0,2,0,2,0,2021-02-17,New Zealand,,3
3,0,0,0,1,0,0,0,2,0,2,0,2021-02-18,New Zealand,,3
3,0,0,0,1,0,0,0,2,0,2,0,2021-02-19,New Zealand,,3
3,0,0,0,0,0,0,0,2,0,2,0,2021-02-20,New Zealand,,3
3,3,0,0,2,0,0,0,2,0,2,0,2021-02-15,New Zealand,,4
3,1,0,0,2,0,0,0,2,0,2,0,2021-02-16,New Zealand,,4
3,1,0,0,2,0,0,0,2,0,2,0,2021-02-17,New Zealand,,4
3,0,0,0,2,0,0,0,2,0,2,0,2021-02-18,New Zealand,,4
3,0,0,0,2,0,0,0,2,0,2,0,2021-02-19,New Zealand,,4
3,0,0,0,2,0,0,0,2,0,2,0,2021-02-20,New Zealand,,4
3,3,0,0,2,0,0,0,2,0,2,0,2021-02-15,New Zealand,,5
3,3,0,0,2,0,0,0,2,0,2,0,2021-02-16,New Zealand,,5
3,3,0,0,2,0,0,0,2,0,2,0,2021-02-17,New Zealand,,5
3,1,0,0,2,0,0,0,2,0,2,0,2021-02-18,New Zealand,,5
3,0,0,0,2,0,0,0,2,0,2,0,2021-02-19,New Zealand,,5
3,0,0,0,2,0,0,0,2,0,2,0,2021-02-20,New Zealand,,5
3,3,0,0,2,0,0,0,2,0,2,0,2021-02-15,New Zealand,,6
3,3,0,0,2,0,0,0,2,0,2,0,2021-02-16,New Zealand,,6
3,3,0,0,2,0,0,0,2,0,2,0,2021-02-17,New Zealand,,6
3,3,0,0,2,0,0,0,2,0,2,0,2021-02-18,New Zealand,,6
3,3,0,0,2,0,0,0,2,0,2,0,2021-02-19,New Zealand,,6
3,1,0,0,2,0,0,0,2,0,2,0,2021-02-20,New Zealand,,6
3,3,0,0,2,0,0,0,2,3,2,0,2021-02-15,New Zealand,,7
3,3,0,0,2,0,0,0,2,2,2,0,2021-02-16,New Zealand,,7
3,3,0,0,2,0,0,0,2,2,2,0,2021-02-17,New Zealand,,7
3,3,0,0,2,0,0,0,2,1,2,0,2021-02-18,New Zealand,,7
3,3,0,0,2,0,0,0,2,1,2,0,2021-02-19,New Zealand,,7
3,3,0,0,2,0,0,0,2,0,2,0,2021-02-20,New Zealand,,7
3,3,0,0,2,3,2,0,2,3,2,0,2021-02-15,New Zealand,,8
3,3,0,0,2,2,2,0,2,3,2,0,2021-02-16,New Zealand,,8
3,3,0,0,2,2,2,0,2,3,2,0,2021-02-17,New Zealand,,8
3,3,0,0,2,2,2,0,2,3,2,0,2021-02-18,New Zealand,,8
3,3,0,0,2,1,2,0,2,3,2,0,2021-02-19,New Zealand,,8
3,3,0,0,2,0,2,0,2,3,2,0,2021-02-20,New Zealand,,8
3,3,0,2,2,3,2,2,2,3,2,0,2021-02-15,New Zealand,,9
3,3,0,2,2,3,2,2,2,3,2,0,2021-02-16,New Zealand,,9
3,3,0,1,2,3,2,2,2,3,2,0,2021-02-17,New Zealand,,9
3,3,0,1,2,3,2,1,2,3,2,0,2021-02-18,New Zealand,,9
3,3,0,0,2,3,2,1,2,3,2,0,2021-02-19,New Zealand,,9
3,3,0,0,2,3,2,0,2,3,2,0,2021-02-20,New Zealand,,9
0,3,0,0,0,0,0,0,0,0,0,0,2021-02-15,Oman,,0
0,2,0,0,0,0,0,0,0,0,0,0,2021-02-16,Oman,,0
0,1,0,0,0,0,0,0,0,0,0,0,2021-02-17,Oman,,0
0,1,0,0,0,0,0,0,0,0,0,0,2021-02-18,Oman,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Oman,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Oman,,0
0,3,0,0,0,0,0,0,0,0,0,0,2021-02-15,Oman,,1
0,3,0,0,0,0,0,0,0,0,0,0,2021-02-16,Oman,,1
0,3,0,0,0,0,0,0,0,0,0,0,2021-02-17,Oman,,1
0,3,0,0,0,0,0,0,0,0,0,0,2021-02-18,Oman,,1
0,2,0,0,0,0,0,0,0,0,0,0,2021-02-19,Oman,,1
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Oman,,1
0,3,0,0,0,0,2,0,0,0,0,0,2021-02-15,Oman,,2
0,3,0,0,0,0,2,0,0,0,0,0,2021-02-16,Oman,,2
0,3,0,0,0,0,2,0,0,0,0,0,2021-02-17,Oman,,2
0,3,0,0,0,0,1,0,0,0,0,0,2021-02-18,Oman,,2
0,3,0,0,0,0,0,0,0,0,0,0,2021-02-19,Oman,,2
0,3,0,0,0,0,0,0,0,0,0,0,2021-02-20,Oman,,2
0,3,0,4,0,0,2,0,0,0,0,0,2021-02-15,Oman,,3
0,3,0,3,0,0,2,0,0,0,0,0,2021-02-16,Oman,,3
0,3,0,3,0,0,2,0,0,0,0,0,2021-02-17,Oman,,3
0,3,0,2,0,0,2,0,0,0,0,0,2021-02-18,Oman,,3
0,3,0,1,0,0,2,0,0,0,0,0,2021-02-19,Oman,,3
0,3,0,0,0,0,2,0,0,0,0,0,2021-02-20,Oman,,3
0,3,0,4,0,0,2,0,0,0,0,4,2021-02-15,Oman,,4
0,3,0,4,0,0,2,0,0,0,0,4,2021-02-16,Oman,,4
0,3,0,4,0,0,2,0,0,0,0,4,2021-02-17,Oman,,4
0,3,0,4,0,0,2,0,0,0,0,4,2021-02-18,Oman,,4
0,3,0,4,0,0,2,0,0,0,0,4,2021-02-19,Oman,,4
0,3,0,4,0,0,2,0,0,0,0,3,2021-02-20,Oman,,4
2,3,0,4,0,1,2,0,0,0,0,4,2021-02-15,Oman,,5
2,3,0,4,0,1,2,0,0,0,0,4,2021-02-16,Oman,,5
1,3,0,4,0,1,2,0,0,0,0,4,2021-02-17,Oman,,5
0,3,0,4,0,1,2,0,0,0,0,4,2021-02-18,Oman,,5
0,3,0,4,0,1,2,0,0,0,0,4,2021-02-19,Oman,,5
0,3,0,4,0,0,2,0,0,0,0,4,2021-02-20,Oman,,5
3,3,0,4,0,1,2,0,0,0,0,4,2021-02-15,Oman,,6
3,3,0,4,0,1,2,0,0,0,0,4,2021-02-16,Oman,,6
3,3,0,4,0,1,2,0,0,0,0,4,2021-02-17,Oman,,6
2,3,0,4,0,1,2,0,0,0,0,4,2021-02-18,Oman,,6
1,3,0,4,0,1,2,0,0,0,0,4,2021-02-19,Oman,,6
0,3,0,4,0,1,2,0,0,0,0,4,2021-02-20,Oman,,6
3,3,0,4,0,2,2,2,0,0,0,4,2021-02-15,Oman,,7
3,3,0,4,0,2,2,1,0,0,0,4,2021-02-16,Oman,,7
3,3,0,4,0,1,2,1,0,0,0,4,2021-02-17,Oman,,7
3,3,0,4,0,1,2,1,0,0,0,4,2021-02-18,Oman,,7
3,3,0,4,0,1,2,0,0,0,0,4,2021-02-19,Oman,,7
3,3,0,4,0,1,2,0,0,0,0,4,2021-02-20,Oman,,7
3,3,0,4,1,3,2,4,0,0,0,4,2021-02-15,Oman,,8
3,3,0,4,1,3,2,4,0,0,0,4,2021-02-16,Oman,,8
3,3,0,4,1,3,2,4,0,0,0,4,2021-02-17,Oman,,8
3,3,0,4,0,3,2,4,0,0,0,4,2021-02-18,Oman,,8
3,3,0,4,0,3,2,4,0,0,0,4,2021-02-19,Oman,,8
3,3,0,4,0,3,2,4,0,0,0,4,2021-02-20,Oman,,8
3,3,0,4,2,3,2,4,0,1,0,4,2021-02-15,Oman,,9
3,3,0,4,2,3,2,4,0,1,0,4,2021-02-16,Oman,,9
3,3,0,4,2,3,2,4,0,1,0,4,2021-02-17,Oman,,9
3,3,0,4,2,3,2,4,0,0,0,4,2021-02-18,Oman,,9
3,3,0,4,2,3,2,4,0,0,0,4,2021-02-19,Oman,,9
3,3,0,4,2,3,2,4,0,0,0,4,2021-02-20,Oman,,9
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-15,Senegal,,0
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-16,Senegal,,0
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-17,Senegal,,0
0,0,0,3,0,0,0,0,0,0,0,0,2021-02-18,Senegal,,0
0,0,0,3,0,0,0,0,0,0,0,0,2021-02-19,Senegal,,0
0,0,0,1,0,0,0,0,0,0,0,0,2021-02-20,Senegal,,0
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-15,Senegal,,1
0,2,0,4,0,0,0,0,0,0,0,0,2021-02-16,Senegal,,1
0,1,0,4,0,0,0,0,0,0,0,0,2021-02-17,Senegal,,1
0,1,0,4,0,0,0,0,0,0,0,0,2021-02-18,Senegal,,1
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-19,Senegal,,1
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-20,Senegal,,1
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-15,Senegal,,2
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-16,Senegal,,2
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-17,Senegal,,2
0,2,0,4,0,0,0,0,0,0,0,0,2021-02-18,Senegal,,2
0,2,0,4,0,0,0,0,0,0,0,0,2021-02-19,Senegal,,2
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-20,Senegal,,2
1,3,0,4,0,0,0,0,0,0,0,0,2021-02-15,Senegal,,3
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-16,Senegal,,3
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-17,Senegal,,3
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-18,Senegal,,3
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-19,Senegal,,3
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-20,Senegal,,3
3,3,0,4,0,0,0,0,0,0,0,0,2021-02-15,Senegal,,4
2,3,0,4,0,0,0,0,0,0,0,0,2021-02-16,Senegal,,4
2,3,0,4,0,0,0,0,0,0,0,0,2021-02-17,Senegal,,4
1,3,0,4,0,0,0,0,0,0,0,0,2021-02-18,Senegal,,4
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-19,Senegal,,4
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-20,Senegal,,4
3,3,0,4,0,0,0,0,0,0,0,0,2021-02-15,Senegal,,5
3,3,0,4,0,0,0,0,0,0,0,0,2021-02-16,Senegal,,5
3,3,0,4,0,0,0,0,0,0,0,0,2021-02-17,Senegal,,5
2,3,0,4,0,0,0,0,0,0,0,0,2021-02-18,Senegal,,5
2,3,0,4,0,0,0,0,0,0,0,0,2021-02-19,Senegal,,5
1,3,0,4,0,0,0,0,0,0,0,0,2021-02-20,Senegal,,5
3,3,0,4,0,0,0,0,0,2,0,0,2021-02-15,Senegal,,6
3,3,0,4,0,0,0,0,0,2,0,0,2021-02-16,Senegal,,6
3,3,0,4,0,0,0,0,0,1,0,0,2021-02-17,Senegal,,6
3,3,0,4,0,0,0,0,0,1,0,0,2021-02-18,Senegal,,6
3,3,0,4,0,0,0,0,0,0,0,0,2021-02-19,Senegal,,6
3,3,0,4,0,0,0,0,0,0,0,0,2021-02-20,Senegal,,6
3,3,0,4,0,0,2,0,0,3,0,0,2021-02-15,Senegal,,7
3,3,0,4,0,0,2,0,0,3,0,0,2021-02-16,Senegal,,7
3,3,0,4,0,0,2,0,0,3,0,0,2021-02-17,Senegal,,7
3,3,0,4,0,0,2,0,0,3,0,0,2021-02-18,Senegal,,7
3,3,0,4,0,0,2,0,0,3,0,0,2021-02-19,Senegal,,7
3,3,0,4,0,0,1,0,0,2,0,0,2021-02-20,Senegal,,7
3,3,2,4,2,0,2,0,0,3,2,0,2021-02-15,Senegal,,8
3,3,2,4,2,0,2,0,0,3,2,0,2021-02-16,Senegal,,8
3,3,2,4,2,0,2,0,0,3,2,0,2021-02-17,Senegal,,8
3,3,2,4,2,0,2,0,0,3,2,0,2021-02-18,Senegal,,8
3,3,1,4,1,0,2,0,0,3,2,0,2021-02-19,Senegal,,8
3,3,0,4,1,0,2,0,0,3,2,0,2021-02-20,Senegal,,8
3,3,2,4,2,0,2,0,2,3,2,0,2021-02-15,Senegal,,9
3,3,2,4,2,0,2,0,2,3,2,0,2021-02-16,Senegal,,9
3,3,2,4,2,0,2,0,2,3,2,0,2021-02-17,Senegal,,9
3,3,2,4,2,0,2,0,2,3,2,0,2021-02-18,Senegal,,9
3,3,2,4,2,0,2,0,1,3,2,0,2021-02-19,Senegal,,9
3,3,2,4,2,0,2,0,0,3,2,0,2021-02-20,Senegal,,9
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Bosnia and Herzegovina,,0
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Bosnia and Herzegovina,,0
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Bosnia and Herzegovina,,0
1,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Bosnia and Herzegovina,,0
1,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Bosnia and Herzegovina,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Bosnia and Herzegovina,,0
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Bosnia and Herzegovina,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Bosnia and Herzegovina,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Bosnia and Herzegovina,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Bosnia and Herzegovina,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Bosnia and Herzegovina,,1
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Bosnia and Herzegovina,,1
3,2,0,0,0,0,0,0,0,0,0,0,2021-02-15,Bosnia and Herzegovina,,2
3,1,0,0,0,0,0,0,0,1,0,0,2021-02-16,Bosnia and Herzegovina,,2
3,0,0,0,0,0,0,0,0,1,0,0,2021-02-17,Bosnia and Herzegovina,,2
3,0,0,0,0,0,0,0,0,1,0,0,2021-02-18,Bosnia and Herzegovina,,2
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Bosnia and Herzegovina,,2
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Bosnia and Herzegovina,,2
3,3,0,0,0,0,0,0,0,0,0,0,2021-02-15,Bosnia and Herzegovina,,3
3,3,0,0,0,0,0,0,0,1,0,0,2021-02-16,Bosnia and Herzegovina,,3
3,2,0,0,0,0,0,0,0,1,0,0,2021-02-17,Bosnia and Herzegovina,,3
3,1,0,0,0,0,0,0,0,1,0,0,2021-02-18,Bosnia and Herzegovina,,3
3,0,0,0,0,0,0,0,0,1,0,0,2021-02-19,Bosnia and Herzegovina,,3
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Bosnia and Herzegovina,,3
3,3,0,0,0,0,0,0,0,0,0,0,2021-02-15,Bosnia and Herzegovina,,4
3,3,0,0,0,0,0,0,0,1,0,0,2021-02-16,Bosnia and Herzegovina,,4
3,3,0,0,0,0,0,0,0,1,0,0,2021-02-17,Bosnia and Herzegovina,,4
3,3,0,0,0,0,0,0,0,1,0,0,2021-02-18,Bosnia and Herzegovina,,4
3,2,0,0,0,0,0,0,0,1,0,0,2021-02-19,Bosnia and Herzegovina,,4
3,1,0,0,0,0,0,0,0,0,0,0,2021-02-20,Bosnia and Herzegovina,,4
3,3,0,0,0,0,0,0,0,2,0,0,2021-02-15,Bosnia and Herzegovina,,5
3,3,0,0,0,0,0,0,0,1,0,0,2021-02-16,Bosnia and Herzegovina,,5
3,3,0,0,0,0,0,0,0,1,0,0,2021-02-17,Bosnia and Herzegovina,,5
3,3,0,0,0,0,0,0,0,1,0,0,2021-02-18,Bosnia and Herzegovina,,5
3,3,0,0,0,0,0,0,0,1,0,0,2021-02-19,Bosnia and Herzegovina,,5
3,3,0,0,0,0,0,0,0,0,0,0,2021-02-20,Bosnia and Herzegovina,,5
3,3,0,0,0,0,0,0,0,3,0,2,2021-02-15,Bosnia and Herzegovina,,6
3,3,0,0,0,0,0,0,0,3,0,1,2021-02-16,Bosnia and Herzegovina,,6
3,3,0,0,0,0,0,0,0,3,0,1,2021-02-17,Bosnia and Herzegovina,,6
3,3,0,0,0,0,0,0,0,3,0,1,2021-02-18,Bosnia and Herzegovina,,6
3,3,0,0,0,0,0,0,0,3,0,0,2021-02-19,Bosnia and Herzegovina,,6
3,3,0,0,0,0,0,0,0,3,0,0,2021-02-20,Bosnia and Herzegovina,,6
3,3,0,0,0,0,0,4,0,3,0,4,2021-02-15,Bosnia and Herzegovina,,7
3,3,0,0,0,0,0,3,0,3,0,4,2021-02-16,Bosnia and Herzegovina,,7
3,3,0,0,0,0,0,3,0,3,0,4,2021-02-17,Bosnia and Herzegovina,,7
3,3,0,0,0,0,0,3,0,3,0,4,2021-02-18,Bosnia and Herzegovina,,7
3,3,0,0,0,0,0,2,0,3,0,4,2021-02-19,Bosnia and Herzegovina,,7
3,3,0,0,0,0,0,2,0,3,0,4,2021-02-20,Bosnia and Herzegovina,,7
3,3,0,0,2,0,0,4,2,3,0,4,2021-02-15,Bosnia and Herzegovina,,8
3,3,0,0,2,0,0,4,2,3,0,4,2021-02-16,Bosnia and Herzegovina,,8
3,3,0,0,2,0,0,4,1,3,0,4,2021-02-17,Bosnia and Herzegovina,,8
3,3,0,0,2,0,0,4,1,3,0,4,2021-02-18,Bosnia and Herzegovina,,8
3,3,0,0,2,0,0,4,0,3,0,4,2021-02-19,Bosnia and Herzegovina,,8
3,3,0,0,2,0,0,4,0,3,0,4,2021-02-20,Bosnia and Herzegovina,,8
3,3,0,0,2,0,2,4,2,3,2,4,2021-02-15,Bosnia and Herzegovina,,9
3,3,0,0,2,0,1,4,2,3,2,4,2021-02-16,Bosnia and Herzegovina,,9
3,3,0,0,2,0,1,4,2,3,1,4,2021-02-17,Bosnia and Herzegovina,,9
3,3,0,0,2,0,0,4,2,3,1,4,2021-02-18,Bosnia and Herzegovina,,9
3,3,0,0,2,0,0,4,2,3,1,4,2021-02-19,Bosnia and Herzegovina,,9
3,3,0,0,2,0,0,4,2,3,0,4,2021-02-20,Bosnia and Herzegovina,,9
0,3,0,0,0,0,0,0,0,0,0,0,2021-02-15,Singapore,,0
0,2,0,0,0,0,0,0,0,0,0,0,2021-02-16,Singapore,,0
